epoch,dice_coef,learning_rate,loss,val_dice_coef,val_loss
0,0.356484979391098,9.999999747378752e-05,1.4088109731674194,0.26314952969551086,2.182744026184082
1,0.4173809289932251,9.999999747378752e-05,1.090287446975708,0.2943621873855591,3.660165309906006
2,0.4421549439430237,9.999999747378752e-05,0.9842316508293152,0.3196856379508972,3.2936854362487793
3,0.45962879061698914,9.999999747378752e-05,0.9292329549789429,0.3309343755245209,3.4923291206359863
4,0.47365543246269226,9.999999747378752e-05,0.8847368955612183,0.32173171639442444,3.8994245529174805
5,0.49053698778152466,9.999999747378752e-05,0.8410689234733582,0.324317067861557,3.593644857406616
6,0.5018852949142456,9.999999747378752e-05,0.8076236248016357,0.32809868454933167,4.348067283630371
7,0.5133019089698792,9.999999747378752e-05,0.780174195766449,0.33847174048423767,3.8174185752868652
8,0.5264368653297424,9.999999747378752e-05,0.7482845783233643,0.33817604184150696,4.334191799163818
9,0.5396203398704529,9.999999747378752e-05,0.7181763648986816,0.3402312994003296,3.90916109085083
10,0.5514545440673828,9.999999747378752e-05,0.6919047832489014,0.3442756235599518,3.6651463508605957
11,0.565924346446991,9.999999747378752e-05,0.6645437479019165,0.35202717781066895,4.050164699554443
12,0.5759363174438477,9.999999747378752e-05,0.6411969661712646,0.3600979447364807,4.907244682312012
13,0.5901616215705872,9.999999747378752e-05,0.6143366694450378,0.36282238364219666,4.27642822265625
14,0.6018407344818115,9.999999747378752e-05,0.5905683636665344,0.366085946559906,4.214008331298828
15,0.6142770051956177,9.999999747378752e-05,0.5672726035118103,0.3742152154445648,4.215633392333984
16,0.6253732442855835,9.999999747378752e-05,0.545612633228302,0.37736475467681885,3.9232516288757324
17,0.6356533765792847,9.999999747378752e-05,0.5274705290794373,0.3836474120616913,4.516357898712158
18,0.6513902544975281,9.999999747378752e-05,0.5027612447738647,0.3887786269187927,4.452415943145752
19,0.6581655740737915,9.999999747378752e-05,0.4900337755680084,0.38676249980926514,4.008871555328369
20,0.6716090440750122,9.999999747378752e-05,0.4658016860485077,0.38931941986083984,4.270601272583008
21,0.6833801865577698,9.999999747378752e-05,0.4470888674259186,0.3914928138256073,4.218727111816406
22,0.6939290761947632,9.999999747378752e-05,0.42948538064956665,0.402127206325531,4.153411865234375
23,0.7045184969902039,9.999999747378752e-05,0.41259661316871643,0.41238558292388916,4.343077182769775
24,0.7153002023696899,9.999999747378752e-05,0.3974069654941559,0.40971308946609497,4.147674083709717
25,0.7282474637031555,9.999999747378752e-05,0.3757275342941284,0.41152888536453247,4.314027786254883
26,0.740744948387146,9.999999747378752e-05,0.35739442706108093,0.4210537075996399,4.102755069732666
27,0.7532721757888794,9.999999747378752e-05,0.33870217204093933,0.4320294260978699,4.642604827880859
28,0.766699492931366,9.999999747378752e-05,0.3194902539253235,0.4280034601688385,4.980503082275391
29,0.775108814239502,9.999999747378752e-05,0.3069080710411072,0.42403239011764526,4.896640300750732
30,0.7847964763641357,9.999999747378752e-05,0.29275912046432495,0.43525928258895874,4.483325958251953
31,0.7938548922538757,9.999999747378752e-05,0.2803539037704468,0.43833625316619873,4.530678749084473
32,0.8026112914085388,9.999999747378752e-05,0.26841920614242554,0.43719834089279175,4.622071266174316
33,0.8099251985549927,9.999999747378752e-05,0.25701311230659485,0.4415395259857178,5.1530256271362305
34,0.8186284899711609,9.999999747378752e-05,0.24545474350452423,0.44419971108436584,4.498587608337402
35,0.8257374167442322,9.999999747378752e-05,0.2363336831331253,0.44869109988212585,4.344686508178711
36,0.8320513963699341,9.999999747378752e-05,0.22808051109313965,0.4509826600551605,4.806772708892822
37,0.8401656150817871,9.999999747378752e-05,0.21701622009277344,0.45280587673187256,4.28704309463501
38,0.84455406665802,9.999999747378752e-05,0.21221047639846802,0.4499598443508148,4.732226371765137
39,0.8518071174621582,9.999999747378752e-05,0.20161472260951996,0.45240259170532227,4.730998992919922
40,0.8577080965042114,9.999999747378752e-05,0.19382473826408386,0.4551353454589844,4.150537490844727
41,0.8630551695823669,9.999999747378752e-05,0.1864744871854782,0.45468902587890625,4.383959770202637
42,0.8672975897789001,9.999999747378752e-05,0.18091563880443573,0.4612530767917633,4.310080528259277
43,0.8744392991065979,9.999999747378752e-05,0.17104852199554443,0.46275168657302856,4.473672866821289
44,0.8766360878944397,9.999999747378752e-05,0.16952894628047943,0.4630911946296692,4.466210842132568
45,0.8801177740097046,9.999999747378752e-05,0.1646495908498764,0.4613814651966095,4.896561622619629
46,0.8840851783752441,9.999999747378752e-05,0.15995018184185028,0.468038409948349,4.274744510650635
47,0.8903881311416626,9.999999747378752e-05,0.15103262662887573,0.46733060479164124,4.80905818939209
48,0.8944701552391052,9.999999747378752e-05,0.14579790830612183,0.46406909823417664,4.409365653991699
49,0.8981777429580688,9.999999747378752e-05,0.14169636368751526,0.4745917320251465,4.42283821105957
50,0.9010584354400635,9.999999747378752e-05,0.13748611509799957,0.47211071848869324,4.965685844421387
51,0.9046923518180847,9.999999747378752e-05,0.1328096091747284,0.4731045365333557,4.574193477630615
52,0.9074253439903259,9.999999747378752e-05,0.1294531673192978,0.4753747284412384,4.07149076461792
53,0.9100074768066406,9.999999747378752e-05,0.12640196084976196,0.47231465578079224,4.713606834411621
54,0.9127823710441589,9.999999747378752e-05,0.12298241257667542,0.4797065556049347,4.81290340423584
55,0.9146842956542969,9.999999747378752e-05,0.12056253105401993,0.477373331785202,4.730087757110596
56,0.9165897369384766,9.999999747378752e-05,0.11820612102746964,0.4788467586040497,5.053147315979004
57,0.9178733229637146,9.999999747378752e-05,0.1171833798289299,0.47387734055519104,5.772340297698975
58,0.9214461445808411,9.999999747378752e-05,0.11222850531339645,0.4769417345523834,5.526427745819092
59,0.9244939088821411,9.999999747378752e-05,0.10730008035898209,0.4769231677055359,5.025888442993164
60,0.9262714385986328,9.999999747378752e-05,0.10584836453199387,0.47577765583992004,5.047329425811768
61,0.9279631972312927,9.999999747378752e-05,0.10389140993356705,0.4779210686683655,4.974183559417725
62,0.9305869936943054,9.999999747378752e-05,0.09997635334730148,0.48357564210891724,5.398039817810059
63,0.9311186075210571,9.999999747378752e-05,0.10030464082956314,0.4799019396305084,4.88602352142334
64,0.9324468374252319,9.999999747378752e-05,0.09863906353712082,0.48402926325798035,5.0670342445373535
65,0.9345998167991638,9.999999747378752e-05,0.09547444432973862,0.47980448603630066,5.0641188621521
66,0.9362730979919434,9.999999747378752e-05,0.09379758685827255,0.4759746789932251,5.195552349090576
67,0.9375492334365845,9.999999747378752e-05,0.0916372686624527,0.47959280014038086,4.977450370788574
68,0.9385530948638916,9.999999747378752e-05,0.09083428233861923,0.48486897349357605,4.710453987121582
69,0.9387274980545044,9.999999747378752e-05,0.0908704325556755,0.4841669797897339,6.17491340637207
70,0.9397913813591003,9.999999747378752e-05,0.08951513469219208,0.47905415296554565,4.822776794433594
71,0.9419509172439575,9.999999747378752e-05,0.08655449002981186,0.4849855899810791,4.571465015411377
72,0.9432731866836548,9.999999747378752e-05,0.08454473316669464,0.47962069511413574,5.130373001098633
73,0.9447296857833862,9.999999747378752e-05,0.08270598202943802,0.48497819900512695,5.352136135101318
74,0.9452494978904724,9.999999747378752e-05,0.0829935222864151,0.48652637004852295,5.476327419281006
75,0.9461802244186401,9.999999747378752e-05,0.08106309175491333,0.48122960329055786,5.06965970993042
76,0.9465728402137756,9.999999747378752e-05,0.08093217760324478,0.4837195873260498,4.72380256652832
77,0.9480487704277039,9.999999747378752e-05,0.07853548228740692,0.4861431121826172,5.29152774810791
78,0.9492430686950684,9.999999747378752e-05,0.07694897055625916,0.4857455790042877,5.512160778045654
79,0.9494669437408447,9.999999747378752e-05,0.07693572342395782,0.48631295561790466,4.705516815185547
80,0.9500007033348083,9.999999747378752e-05,0.07642345130443573,0.48591482639312744,5.664196968078613
81,0.9513943195343018,9.999999747378752e-05,0.0738942101597786,0.4859634041786194,5.710602760314941
82,0.9511061906814575,9.999999747378752e-05,0.07511380314826965,0.4841544032096863,4.964410781860352
83,0.9521445631980896,9.999999747378752e-05,0.07381397485733032,0.48225879669189453,5.226457118988037
84,0.9530631303787231,9.999999747378752e-05,0.07217656075954437,0.48497098684310913,5.908806800842285
85,0.9544056057929993,4.999999873689376e-05,0.0700199231505394,0.4855351150035858,5.5761823654174805
86,0.95550936460495,4.999999873689376e-05,0.06822637468576431,0.485193133354187,5.480484962463379
87,0.9558770060539246,4.999999873689376e-05,0.06782779842615128,0.4819908142089844,5.287854194641113
88,0.9563307762145996,4.999999873689376e-05,0.06705529242753983,0.4870705008506775,5.389733791351318
89,0.9566490054130554,4.999999873689376e-05,0.06695062667131424,0.4852464497089386,5.429354667663574
90,0.9569990038871765,4.999999873689376e-05,0.06650592386722565,0.48660242557525635,5.483726501464844
91,0.9578055143356323,4.999999873689376e-05,0.06507422775030136,0.4859353005886078,5.4169392585754395
92,0.957897424697876,4.999999873689376e-05,0.06482929736375809,0.4857730567455292,5.3056464195251465
93,0.9582710266113281,4.999999873689376e-05,0.06459208577871323,0.48642849922180176,5.335577011108398
94,0.9581944942474365,4.999999873689376e-05,0.06479498744010925,0.4862136244773865,5.872748851776123
95,0.9586753845214844,4.999999873689376e-05,0.06385914981365204,0.4873201847076416,5.749800682067871
96,0.9592098593711853,4.999999873689376e-05,0.06327962875366211,0.4855805039405823,5.570065021514893
